TargetVariable,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7
0,51.22506400458088,43.76781886945854,38.609998930157836,32.597912969158195,39.29950146113178,52.6091890074836,61.02614682368463
1,50.20223910861292,31.810322203023862,44.77556096274774,37.686146679997904,47.35993144494082,62.433960827741885,53.63815746050978
0,34.05472996909289,53.29751344514195,48.31467424556835,52.71880411584377,38.58922716234426,50.99603140175329,42.44177268454721
1,51.81709449906399,48.55253770909795,47.33370662078406,34.75583392594568,34.81188528550736,53.59623202985773,55.27481630622784
1,47.96943399974996,46.549439224293295,43.37908128467602,45.66136083427223,61.37892812630957,64.65169528221195,39.33226887513911
1,38.097783251900196,43.98359521991739,40.74148260217664,45.09680449530437,64.20133633761844,48.076009573870515,47.76409719624539
1,46.06770079759246,35.67087529221265,61.003359298966046,57.409058289050805,40.09410534179857,42.50460908880435,62.67375094734121
1,61.53271666637059,46.48248936373381,62.68581911430575,24.589334671284206,36.49178548446032,43.273382355504864,53.4579552715975
1,63.23018484337629,41.314181865617726,46.32125019347657,53.79837042389178,41.53530684632139,55.96482112799774,30.834775914762194
0,57.05357965770087,56.23094132481925,64.56148752865153,46.753408314604386,55.51397853401168,46.052455369547886,57.86751647743959
0,55.83212647030347,45.54099692212538,43.5511152309298,53.64124520678925,54.21500777993269,55.716402390812675,41.0765041913923
1,65.58751288860533,15.111425697938813,61.63700254239577,63.320424838175576,51.24731169620379,50.861797747511126,56.334095203465985
0,58.935416666011434,58.63141435305144,34.21744173059873,44.30262137874993,45.10969525222724,60.29759778056501,59.22364524209893
1,65.48612709728219,35.7924792311667,56.18695439858194,52.633095624305604,46.96471490266335,41.571481258786136,32.97811046340894
0,39.83034204748563,35.224636959396605,65.71787730476954,35.48789831970144,50.36861243760988,58.54994797499469,42.78205270916804
1,60.25873894050417,58.43032785110907,55.13833544476381,30.39863238099091,45.4130612503282,60.64834125322882,49.525638353139804
0,60.653082541162775,56.90694909366221,56.45820051394537,28.25347396619331,57.57573277007229,65.76264634018133,62.65450537487812
1,53.055085950721335,42.18824452463061,51.859315103675726,50.00688544245307,54.26798825415686,41.65493980956629,46.41158890979803
0,53.044395510439195,73.07271763230315,40.158395904468115,57.780712575191735,59.67018024602429,62.34721293894648,48.58001858361327
0,55.55662991243388,49.501741925358864,33.70239362082408,62.04361805851232,49.43032512556425,40.151351608169165,66.13106325006585
0,48.25572529124801,62.45584341350185,43.36711232378492,46.772148179552524,51.359743579366125,27.077514463571326,37.09564508816607
0,52.30116505109301,41.14307242151498,39.95530647267278,23.89557806649366,47.581390487199556,52.57441180319535,58.002743092789075
0,51.047111493001324,49.24668398216253,27.923987723363858,67.58781770293403,51.21573663562734,37.27181434720977,40.14304757173131
0,57.387950586607204,60.07800582716159,53.86474928973727,35.80249870490547,58.368399514382496,43.31020341418113,49.33918986863088
0,48.411319784706265,49.175823971072944,42.302029600643515,49.57618467072256,49.89230136720398,45.83250688875095,56.89439193721992
1,54.62537058780168,40.46438062023907,58.79483198939714,53.86633356043072,35.49558540137235,36.94025633050574,47.90380474790925
0,48.68819153988548,42.07717108302856,46.39776014777882,49.185375585577816,47.14507976350676,38.79473875929561,45.631544034801884
1,61.916092391220886,50.73506733545838,57.8048529718626,41.41863784377688,42.96413965923611,57.41843062499953,32.17570025296673
1,30.875333072669196,67.18563932692987,58.052956329061445,29.53759412996171,51.949838259484395,49.03067367757457,40.477858141267475
0,74.01499412448837,59.36317205947923,59.45364545004109,60.62154890324091,68.52512717185965,47.587208685316824,26.906081520563305
0,33.81235616426187,58.27107310575286,30.19716223198056,40.28831095165951,49.341860282333194,50.59215295922905,24.822286805960147
1,60.13431587290437,43.67438075786062,58.78304244709425,57.70380268179089,40.72956912757934,57.378908626118346,47.855569387256104
1,48.585669697647816,52.87399766780922,41.77061949554579,43.99998306520322,47.48607594363669,55.44406720103369,30.98956227403062
1,71.99336708962086,59.66545121397396,46.24832681370911,58.32016719034277,35.263997326364176,46.43612611646923,54.791116203582654
1,56.36198496075014,46.59251996363527,45.357027382333,40.77254297455623,31.567831431178845,61.08674433920481,48.65168283667463
0,50.7469823412339,59.39969082563191,58.39187863243924,50.48672323224415,71.10452952445908,52.8121762928173,44.75147722927121
1,58.251568526536104,56.507536278078945,32.35970067464574,68.72154635674663,48.38077860423413,59.15873341733102,62.56823323491941
0,62.651361180856476,53.715430984783,60.2180979486375,63.71187456980254,54.36317574483704,35.869888508145856,46.78447023084377
0,54.536988268761895,44.10050821245467,42.00836750653345,52.562397055713255,33.11456607266007,45.780706827619966,36.84865141818109
0,35.69651949479077,35.391270885980305,53.090995442816656,43.530115748895106,53.939002788960494,39.230120730957225,58.747305860516065
0,34.832226718108885,46.79509190421614,37.89033834669991,47.24639199494215,50.385843494128395,39.94746565084296,60.19638944485968
0,36.214530437549314,45.09501094749306,49.9400839749552,58.35614458821047,36.34061171109018,42.82272761283932,27.688109885157456
0,41.48313827399743,60.95685497103156,54.30140119301143,41.77542447891908,48.96114542729163,46.343073423593424,52.76741904741753
1,54.73045704528993,31.362023524135825,46.33840418787816,56.82757414942053,56.82597485833967,53.01165164563125,69.47025582363813
0,54.64826680879917,49.564389724897694,50.513792429537695,60.62139126110212,48.754335036166694,48.40868760734302,35.295374014280945
1,61.39566367342819,48.344715238686526,26.197056282737243,54.66553100427683,54.404823501622936,41.588018403036486,45.961232825180055
1,60.39784429317628,53.49227162457191,37.10502943087122,58.739546783793024,33.102765867608426,32.73773739610375,67.43704701721381
1,41.51145683319787,41.45507288765899,30.74541236963507,56.86746784184791,52.35021208052066,67.75165006650872,47.42851608005892
0,67.09998050978993,54.856594860227595,46.8321230146773,43.823568120703214,54.414505182197004,45.49703437617573,51.71696323379728
1,38.60047251843882,74.04134206839831,42.77499549653386,53.914038729608066,43.26503289864773,59.1573470823486,49.976707206929674
0,42.2543626507349,40.132365298087215,58.414895159016865,46.594457436512215,52.94579521023928,43.885125477504886,37.97100684575986
1,55.311846880644985,57.23790912302382,31.24711063637368,53.06787884654768,45.32481792058631,46.562242448652285,32.00511955104189
0,42.60773909726618,63.703181795472105,52.9456965387766,43.06301677387919,45.331023793550195,71.1412587858108,44.76794630578931
1,52.10355779059486,51.77083862906651,55.503100366950505,31.44703719995067,36.40997038476466,27.498003861115098,56.63953747685676
0,43.50175408264048,56.740723083278034,55.282943899549196,61.250012392312385,49.66043900402381,49.58750130944852,61.04807388872089
1,56.80635918167721,51.30644594250384,64.89988863026139,51.81366705397138,63.86275288494993,55.195727496124825,41.56652292204104
1,56.46199793652606,56.02348232268687,41.46519024447222,55.56709525942147,53.292842305441425,54.34550424311909,46.237333401565046
1,41.15308160011395,52.853056452421114,60.227635491703396,48.03513403912028,42.242155099340486,53.828568399575204,37.84518943839952
1,44.69332820220695,46.107534099144914,53.01962253702017,56.752765002590415,44.881298810828454,45.48010212024125,58.50267057714194
1,48.591614616611594,44.19032386040708,43.69881926989254,53.2936726333656,27.523940612253103,47.79615323675979,60.78336465569856
1,47.647126907208815,68.03476897039462,35.2249709100811,40.22692290936277,48.68836470082807,59.08076518725206,51.204253057614686
0,57.71905081329357,37.96320113529191,58.51007887818224,35.781714714233736,56.55013205302946,58.29035566863986,62.97921006614112
1,56.856027817330514,51.096650301971174,63.52454538082519,40.79366042880494,54.088109963831265,48.87195111714103,65.02306570260575
1,55.36499759370941,21.063869109968493,46.66893934931113,33.13021876769344,47.20453823986885,58.41143734143741,48.127958070788665
0,45.352990215072616,46.650473928779746,62.08308582107782,40.43703234033842,31.437619764722108,43.3313807931359,50.69097230861484
0,48.561422311811455,45.009300992673325,50.006694964001376,55.92684624139983,38.491298069692576,29.462743207003417,36.21242470392124
1,64.98775002092047,46.938891893398896,51.075049764879836,50.54204311211647,48.92672957808429,49.03209101396848,55.13443857418969
1,58.613605800255584,55.32612272979066,70.10779190403127,68.94727276881144,47.1810323914207,63.827953046288,53.982748980265804
0,46.94655237565501,45.02040933796226,50.783031958598414,45.39386013072087,36.42645978663238,50.15397241454781,52.5586084665781
1,53.67582270782409,61.13314924037357,39.07952008533075,51.22952192074275,38.850831122817894,51.31146328612125,40.80286585427103
0,63.60539643509323,55.56672531185859,43.78350370892407,45.81872849503524,35.441786676464645,42.916962643921195,39.12399555336778
1,43.14231285213351,55.11441897862406,55.641848413408546,74.95039317371877,40.459942267852995,25.9877574379311,48.794520942418345
0,54.697046264596835,46.34536063661458,45.52718324227766,36.59516280993571,55.8408096527356,51.62554063729702,41.934120383766626
0,43.00222232467265,50.20985381465769,58.639103847442854,49.85568477388329,39.763365315499186,51.65414905021275,59.44554479978906
1,64.46529099549906,43.85682118833485,49.35854261168254,50.706131915513204,55.969445361410706,77.27999908613924,45.674178553519326
1,59.220586184470406,55.88356471545341,45.94593675284873,61.624201701493185,57.200758412581436,59.10341074338105,46.566485080217205
1,36.26345617711891,77.60860182158157,46.03259785114394,68.38065592125531,54.65318122318171,38.493865258648846,24.52772629654719
