TargetVariable,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7
0,3020.965129740243,950.9213063912541,9820.226815501708,225.55600431009915,9180.745163284539,569.6807625654275,1320.503827850063
0,4070.8466559897847,712.8541348177317,9640.072250113137,100.29854928326547,5900.782008976222,992.1909236852875,4950.627055450914
1,40.72700874699329,258.56127741241164,7300.047485273102,411.5616656233641,2560.6221623533997,500.51430610190494,4330.369930478863
0,6600.826994104953,970.151774026785,3570.891137457644,396.1495077390168,8830.511626179923,867.2262069650529,7630.731453349684
1,1620.8077124873596,672.298381121412,7390.928773968322,617.6065024984051,650.3905812093909,582.545036320898,4040.3591703779784
1,3270.0022907007033,18.449169706752052,3210.1247645249096,146.575784204208,9140.378746498953,360.00749711731237,6540.734977781113
1,4410.292705666979,356.766668543483,880.4681253886913,97.48675382556685,1190.1864419689862,187.29138872100972,6370.803528569676
1,9090.410702851794,269.95483462361034,970.6260677063966,983.1189467906441,4220.583630975994,696.7127341710318,8290.309684209966
0,8960.59947914918,7.431209955130653,7070.876000428764,316.3515524262097,8560.886793868807,92.2413835215001,2240.0011607296146
0,510.3929698411964,806.8817951509782,9790.547457158998,519.8877613149056,6650.223012386227,599.4095336016695,190.31767023745724
1,9880.04357523595,15.370597077870295,3420.6230843652957,352.0662466982363,560.2046855946772,798.0443561560875,4560.666643464474
0,2380.8062799684467,742.8972802989614,7340.002742358102,762.138354186844,9960.95055396869,856.9801006858112,9340.271725151091
0,7870.202097945204,792.2737802869648,4950.307979903761,757.6197335439718,7360.950275743522,431.88280024682433,2670.4969403146642
0,6000.717784385108,245.88544482303183,870.4149654474234,190.9751801151218,5460.005065511069,87.96218781039886,9060.194124578222
0,3260.8261789069625,667.9646240700994,7230.65534996753,580.2027823348291,2730.5946984547086,580.1666322267369,3420.695154341204
0,7300.888257462471,665.1664766200104,4680.42580085048,368.59913205025185,1930.7754405960306,329.1658922710736,2380.2056953969422
1,6350.310623974171,164.74137729145858,3560.38623897701,131.96924419947104,2330.8686256962424,369.33048121121664,1970.5048304413492
1,9540.609113726608,596.9212595555796,1630.4785029595985,458.0693039146097,4840.188390958084,452.6848609604786,3660.763198704416
0,3950.0231062142475,898.7005592856026,1290.003321879675,847.4159372332973,1970.550197130795,172.24353781717576,3610.4322769767086
0,9000.218275750844,810.9006319296526,3270.759121722546,768.4210777040264,4650.89413912431,489.62906539389144,1900.6779583126206
1,3440.2371012344656,190.27516469009595,7370.262046886936,193.68915808540572,4960.000118472921,346.80239778223637,3530.548974890361
1,7140.404470926786,152.60121964469536,460.474687651487,147.2163393243544,4030.6259917415096,461.4073482741525,1950.6043397197689
0,3900.5795907660427,872.9747402566102,1690.370370395789,602.831961675692,7990.9315409495875,782.0072140349646,2170.081395772962
0,900.3457411851583,813.752000301606,7820.119357965777,178.55866920883173,1420.962892991241,354.0529784408143,590.4023488904932
0,2200.55816112815,835.0725853863408,7420.602351880374,482.72140346299904,2140.4295533303875,318.5748489534367,3420.7442604992166
0,5320.922741016714,808.1176648183057,6680.0186113484315,636.8070008970527,6300.50987003708,459.3626127736101,1780.1787772635646
0,1970.4393214239904,782.9108000791766,930.1670801603833,555.8785289671932,1260.1213281035607,387.23547819574907,1380.5726216933836
0,2510.3345789398873,394.84154502566207,6880.4287991640285,414.40644317825104,9540.376608786486,413.6941110724869,290.4555755841881
0,390.43450059433303,101.50791489282986,2110.5863166065933,350.0369417143276,1210.1605126949148,988.5657126064569,7410.348874486119
0,590.3230480836768,480.14405275497853,8130.265023962113,200.49498849059108,1600.8120438976841,553.3144748932691,5090.951703912772
1,6290.082023019287,121.46858825367163,4930.065078225788,831.8627306866786,2550.6987940684235,60.75556810289154,3600.7643786394233
1,9290.837510978132,275.1805150814199,1450.8958306606403,607.0600892971124,8940.183483642508,777.1217364134529,1640.4136421767876
1,2270.2467308097894,811.0307604154989,5090.078936019264,164.79889546498782,2130.2988343056513,541.1082622309985,8190.67901521913
0,1720.6445647055934,520.4381727612736,1930.5761148993533,192.76351597935502,9030.364445806661,145.45408550517178,9610.512806195859
0,6290.60785374263,839.8221338319565,4360.87350727243,594.0998325130269,8180.509137651385,561.5746225265625,8390.712779470077
1,4160.924572363047,975.0360779143294,2420.8678371931624,838.4834817631994,4090.887663672907,918.0946425131361,5870.296015185251
1,2130.9996448947077,866.5903632153988,9120.136570743149,663.3685666590205,4620.716835830277,142.67787613738352,6860.883360724258
0,1560.0216051304985,195.03589234221909,6040.228970627871,162.00869394600093,1090.982599847857,376.03556947259045,7950.395572675659
1,3490.853695440788,431.887073111217,2920.5114276422482,738.4674926300041,5350.946692203799,401.14842687210376,660.9487818468936
0,2680.1257800414833,67.85027803747485,6170.948702613704,709.397146219694,4100.0442350098565,970.0945742924933,7560.343018581423
0,5280.660218096092,479.6287896794024,8530.526562184865,200.0633715320409,3990.6626630331793,997.8390868696001,3690.70589529017
1,5890.469209472093,768.6837937259706,9220.21658983598,963.7016078258999,9730.418397906642,258.3772591292569,7640.988868054946
0,6180.476202188343,18.47749199836347,1840.1228400330876,616.9785105351917,8320.610230915838,223.32479044991612,8730.746965617076
0,9590.658650678348,928.720809051758,5700.15579755419,613.002716557609,930.9311874109953,472.5526560979654,3160.7842063654043
1,5040.495050816545,959.4924653491348,500.4987067067348,833.0346560588532,7330.923905867542,474.6164149935315,4300.850430692354
1,5660.067479534886,718.6231511126631,6120.573881637419,797.5171046447542,380.76712513166234,864.4896944178378,9380.372970593105
0,7480.4372549784985,831.057621556258,8180.503212209609,235.74032536147055,5080.297744027292,50.49780429764259,9140.634216110026
0,5300.464957584067,541.8414297114629,2630.0593520293214,205.45592692459851,6340.721290487692,300.5178804698179,7330.186173164137
0,3500.8527916552257,724.2494882569923,5530.689992281681,324.0989133163739,2590.0305196284626,334.7106484675593,4890.772988491117
0,6280.610383226518,922.413190572436,9020.441630064806,379.890264131174,3200.4369370934605,5.721065351814614,3010.3386513878877
1,6310.430889377698,288.7440982665851,7260.26754415381,303.58338238048253,5660.459985576448,606.3168038827341,3330.3394855280694
1,6260.790520385029,791.5208811726139,8780.008867238506,887.8769501870757,2660.6259411868223,937.0069298673012,4070.2290687533423
0,3010.8726652739806,564.033929615072,2240.9611540961564,88.30912086948749,1130.736195678875,111.63330525108819,2970.368235838521
0,4020.063736674309,549.6747428757923,2740.3365861174707,463.85191373128225,8570.56992396911,165.11249560334102,6280.330404990769
1,2710.39339440165,351.11109315981645,1650.1194929795195,815.0291323885169,6650.402687452774,567.4224637550378,4320.719631486315
1,3540.3435845434747,219.5490753508972,620.6049675398177,979.7224959006879,6840.686594566068,847.7921650766414,3150.9883919230515
0,5900.005009300159,925.4433909299227,5210.686120966076,593.4578752058314,4260.093700308485,676.1613659333467,1380.1395138933976
1,7060.60340756941,559.744953115546,5400.828657984983,540.2365590545663,9110.651412617446,541.5620708756937,3980.616361558818
